PassengerId,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
446,-1.637881240179809,-1.9358235879037249,-0.4741614091604879,1.998853490268398,0.9809982318241138,1,0,1
651,0.803267115399189,-0.0356883412975517,-0.4741614091604879,-0.4793270558753074,-0.4696336370579014,1,0,1
173,0.803267115399189,-2.166255263050667,0.3486869415553448,0.7597632171965453,-0.4061363150973737,0,0,1
451,-0.41730706239031,0.5221142803303269,0.3486869415553448,1.998853490268398,-0.0802317746119685,1,0,1
315,-0.41730706239031,1.0597881890065255,0.3486869415553448,0.7597632171965453,-0.1096513832423288,1,0,1
333,-1.637881240179809,0.6757353970949552,-0.4741614091604879,0.7597632171965453,2.3853765920174768,1,0,1
802,-0.41730706239031,0.1380614884187564,0.3486869415553448,0.7597632171965453,-0.1096513832423288,0,0,1
91,0.803267115399189,-0.0155596283458718,-0.4741614091604879,-0.4793270558753074,-0.4666093012907004,1,0,1
835,0.803267115399189,-0.8604757705513271,-0.4741614091604879,-0.4793270558753074,-0.4617060331856403,1,0,1
182,-0.41730706239031,-0.0250254771223631,-0.4741614091604879,-0.4793270558753074,-0.329317794349019,1,0,0
582,-1.637881240179809,0.7525459554772693,0.3486869415553448,0.7597632171965453,1.5502676588215856,0,0,0
796,-0.41730706239031,0.7525459554772693,-0.4741614091604879,-0.4793270558753074,-0.3695245928105114,1,0,1
70,0.803267115399189,-0.2459913034928141,1.1715352922711777,-0.4793270558753074,-0.4545962944333033,1,0,1
132,0.803267115399189,-0.7068546537866989,-0.4741614091604879,-0.4793270558753074,-0.4862223737109405,1,0,1
335,-1.637881240179809,0.1517400160393268,0.3486869415553448,-0.4793270558753074,1.996792594691468,0,0,1
598,0.803267115399189,1.5206515393004103,-0.4741614091604879,-0.4793270558753074,-0.6244945342736339,1,0,1
136,-0.41730706239031,-0.4764229786397565,-0.4741614091604879,-0.4793270558753074,-0.329400169253184,1,0,0
