PassengerId,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
446,-1.637881240179809,-1.9358235879037247,-0.4741614091604879,1.998853490268398,0.9809982318241138,1,0,1
651,0.803267115399189,-0.03568834129755172,-0.4741614091604879,-0.4793270558753074,-0.4696336370579014,1,0,1
173,0.803267115399189,-2.166255263050667,0.3486869415553448,0.7597632171965453,-0.40613631509737375,0,0,1
451,-0.41730706239031,0.5221142803303269,0.3486869415553448,1.998853490268398,-0.08023177461196859,1,0,1
315,-0.41730706239031,1.0597881890065257,0.3486869415553448,0.7597632171965453,-0.10965138324232887,1,0,1
333,-1.637881240179809,0.6757353970949552,-0.4741614091604879,0.7597632171965453,2.3853765920174768,1,0,1
802,-0.41730706239031,0.1380614884187564,0.3486869415553448,0.7597632171965453,-0.10965138324232887,0,0,1
91,0.803267115399189,-0.015559628345871839,-0.4741614091604879,-0.4793270558753074,-0.4666093012907004,1,0,1
835,0.803267115399189,-0.8604757705513271,-0.4741614091604879,-0.4793270558753074,-0.4617060331856403,1,0,1
182,-0.41730706239031,-0.025025477122363148,-0.4741614091604879,-0.4793270558753074,-0.32931779434901903,1,0,0
582,-1.637881240179809,0.7525459554772693,0.3486869415553448,0.7597632171965453,1.5502676588215856,0,0,0
796,-0.41730706239031,0.7525459554772693,-0.4741614091604879,-0.4793270558753074,-0.3695245928105114,1,0,1
70,0.803267115399189,-0.24599130349281417,1.1715352922711775,-0.4793270558753074,-0.4545962944333033,1,0,1
132,0.803267115399189,-0.7068546537866989,-0.4741614091604879,-0.4793270558753074,-0.48622237371094057,1,0,1
335,-1.637881240179809,0.15174001603932682,0.3486869415553448,-0.4793270558753074,1.996792594691468,0,0,1
598,0.803267115399189,1.5206515393004105,-0.4741614091604879,-0.4793270558753074,-0.6244945342736339,1,0,1
136,-0.41730706239031,-0.4764229786397565,-0.4741614091604879,-0.4793270558753074,-0.32940016925318405,1,0,0
165,0.803267115399189,-2.166255263050667,2.8172319937028427,0.7597632171965453,0.1538992774046487,1,0,1
29,0.803267115399189,-0.035713082504857496,-0.4741614091604879,-0.4793270558753074,-0.4699592140600774,0,1,0
784,0.803267115399189,-0.012505830051889422,0.3486869415553448,1.998853490268398,-0.16456798601900144,1,0,1
194,-0.41730706239031,-2.0126341462860386,0.3486869415553448,0.7597632171965453,-0.11455465134738893,1,0,1
870,0.803267115399189,-1.9358235879037247,0.3486869415553448,0.7597632171965453,-0.40613631509737375,1,0,1
716,0.803267115399189,-0.783665212169013,-0.4741614091604879,-0.4793270558753074,-0.4744545302587964,1,0,1
526,0.803267115399189,0.8677617930507404,-0.4741614091604879,-0.4793270558753074,-0.47249322301677243,1,1,0
382,0.803267115399189,-2.166255263050667,-0.4741614091604879,1.998853490268398,-0.3157514321559389,0,0,0
